Engine_RPM,Engine_Load_pct,Coolant_Temp_C,Hydraulic_Pressure_bar,Wheel_Slip_pct,Transmission_Temp_C,Battery_Voltage_V,PTO_Speed_RPM,Failure_Code
1899.3428306022465,25.92192442122609,79.42959320883456,207.6540215601335,12.349628115171384,74.28288391770535,13.864367038004556,565.1113254769001,0
1772.3471397657631,36.39614989220498,81.84534583131105,210.73412702410445,6.242038110492345,74.83672048129846,13.643728460876611,539.8006843834276,0
1929.5377076201385,40.863944665783556,80.28969908212878,204.98689912135544,9.344409888245075,75.32147439293792,13.938271276216106,536.8743294197867,0
2104.605971281605,63.8768765734019,82.26002090629432,180.5750230903823,9.916679953237331,79.7343073082309,13.681927661638934,534.7764007414588,0
1753.1693250553328,50.56553124533758,83.92924844644406,198.4457756747224,10.031817316799263,71.26391345756628,13.949911007489026,543.7636703719911,0
1753.172608610164,31.64518430900109,89.18577243165691,188.44292425083086,10.360992112156163,70.7682650424367,13.745177704923856,543.8658258917093,0
2115.8425631014784,49.86036289417637,83.39420480647149,197.97394227081926,11.220879639618985,81.18309871071487,13.455790574874069,549.5062787312651,0
1953.4869458305818,29.526960110616344,77.07187146615203,209.80004236133894,9.929185121909299,72.68677629059351,13.603516751903813,530.7393783565099,0
1706.1051228130095,55.826910538870735,90.7003392324758,203.05150835874971,9.26388343571264,68.68482323211467,13.713917058262544,536.8750512185874,0
1908.5120087171929,40.28875348182122,80.81454933192481,211.48090866397433,9.18482131068061,72.57435028950064,14.073637804749715,560.305457232242,0
1707.3164614375075,44.06363811260829,84.70639786447686,203.4175392071354,8.77696839592329,73.34973632378,13.980228726105846,542.2459063324999,0
1706.8540492859486,58.2579664754219,87.23268253470356,187.01674060331098,11.57508664865373,82.77481363862883,14.124772282464429,538.2747562667325,0
1848.3924543132068,32.1283643141575,85.9980520920139,174.79152993427266,8.706943041046971,79.62413106188369,14.130727043205972,530.583822344163,0
1417.3439510684404,31.028818148870087,90.47089773760737,201.4880876167959,11.69354221801649,80.73760308316122,13.693049839081818,545.0593430582076,0
1455.0164334973933,39.16400673653995,87.3950157169638,197.86073533648835,10.037998164519742,79.09986821173393,13.762302628048236,550.3101821704245,0
1687.5424941518054,55.38378851019317,80.69345210151445,190.2305426061812,8.957490386287741,79.73121835807657,13.717744015133894,548.7458764580981,0
1597.4337759331152,29.806539245231576,95.89281086995831,182.9937275034862,11.23681443148827,71.55958936709841,13.665697878939785,537.4119913639108,0
1862.8494665190547,16.67844401889431,85.97166731669117,192.6525678652729,8.545092150553764,74.00698922323258,13.43170105813271,543.6125228336354,0
1618.395184895758,40.488411415910015,84.26329886689247,198.05508515135224,11.276368081456425,70.05042343488226,13.797050456396633,556.7165943664861,0
1517.5392597329417,50.5174079991092,89.81962711527785,206.6587782370639,10.42545224238357,73.94755984731484,13.542886881257779,550.7088229217147,0
